year,population,country-code
2015,10546059,203
2016,10566332,203
2017,10594438,203
2018,10629928,203
2019,10671870,203
2020,10697858,203
1990,5140939,208
1991,5154298,208
1992,5171370,208
1993,5188628,208
1994,5206180,208
1995,5233373,208
1996,5263074,208
1997,5284991,208
1998,5304219,208
1999,5321799,208
2000,5339616,208
2001,5358783,208
2002,5375931,208
2003,5390574,208
2004,5404523,208
2005,5419432,208
2006,5437272,208
2007,5461438,208
2008,5493621,208
2009,5523095,208
2010,5547683,208
2011,5570572,208
2012,5591572,208
2013,5614932,208
2014,5643475,208
2015,5683483,208
2016,5728010,208
2017,5764980,208
2018,5793636,208
2019,5814422,208
2020,5831404,208
1990,590393,262
1991,606843,262
1992,615050,262
1993,618504,262
1994,622364,262
1995,630385,262
1996,643649,262
1997,660858,262
1998,680465,262
1999,699973,262
2000,717577,262
2001,733019,262
2002,746947,262
2003,759639,262
2004,771599,262
2005,783248,262
2006,794554,262
2007,805456,262
2008,816361,262
2009,827820,262
2010,840194,262
2011,853671,262
2012,868136,262
2013,883296,262
2014,898707,262
2015,913998,262
2016,929117,262
2017,944100,262
2018,958923,262
2019,973557,262
2020,988002,262
1990,70422,212
1991,70377,212
1992,70546,212
1993,70818,212
1994,71044,212
1995,71105,212
1996,70933,212
1997,70592,212
1998,70183,212
1999,69828,212
2000,69650,212
2001,69671,212
2002,69840,212
2003,70102,212
2004,70387,212
2005,70580,212
2006,70718,212
2007,70797,212
2008,70829,212
2009,70848,212
2010,70877,212
2011,70912,212
2012,70954,212
2013,71019,212
2014,71091,212
2015,71175,212
2016,71307,212
2017,71460,212
2018,71626,212
2019,71808,212
2020,71991,212
1990,7133491,214
1991,7270413,214
1992,7408339,214
1993,7546467,214
1994,7683707,214
1995,7819239,214
1996,7952766,214
1997,8084407,214
1998,8214427,214
1999,8343288,214
2000,8471317,214
2001,8598599,214
2002,8724974,214
2003,8850317,214
2004,8974444,214
2005,9097262,214
2006,9218681,214
2007,9338856,214
2008,9458079,214
2009,9576736,214
2010,9695117,214
2011,9813219,214
2012,9930916,214
2013,10048226,214
2014,10165182,214
2015,10281675,214
2016,10397738,214
2017,10513111,214
2018,10627147,214
2019,10738957,214
2020,10847904,214
1990,10230931,218
1991,10472476,218
1992,10716131,218
1993,10961460,218
1994,11207999,218
1995,11455205,218
1996,11703169,218
1997,11951457,218
1998,12198449,218
1999,12442109,218
2000,12681123,218
2001,12914660,218
2002,13143465,218
2003,13369678,218
2004,13596390,218
2005,13825839,218
2006,14059379,218
2007,14296554,218
2008,14535740,218
2009,14774412,218
2010,15011114,218
2011,15243885,218
2012,15474099,218
2013,15707473,218
2014,15951832,218
2015,16212022,218
2016,16491116,218
2017,16785356,218
2018,17084359,218
2019,17373657,218
2020,17643060,218
1990,56134478,818
1991,57424552,818
1992,58666812,818
1993,59880656,818
1994,61095804,818
1995,62334025,818
1996,63601632,818
1997,64892269,818
1998,66200259,818
1999,67515591,818
2000,68831561,818
2001,70152662,818
2002,71485044,818
2003,72826102,818
2004,74172073,818
2005,75523576,818
2006,76873670,818
2007,78232124,818
2008,79636081,818
2009,81134789,818
2010,82761244,818
2011,84529251,818
2012,86422240,818
2013,88404652,818
2014,90424668,818
2015,92442549,818
2016,94447071,818
2017,96442590,818
2018,98423602,818
2019,100388076,818
2020,102334403,818
1990,5270074,222
1991,5342190,222
1992,5416327,222
1993,5490478,222
1994,5561916,222
1995,5628602,222
1996,5689943,222
1997,5746288,222
1998,5797764,222
1999,5844834,222
2000,5887930,222
2001,5927001,222
2002,5962139,222
2003,5994075,222
2004,6023801,222
2005,6052124,222
2006,6079395,222
2007,6105810,222
2008,6131767,222
2009,6157678,222
2010,6183877,222
2011,6210567,222
2012,6237922,222
2013,6266076,222
2014,6295124,222
2015,6325121,222
2016,6356137,222
2017,6388124,222
2018,6420740,222
2019,6453550,222
2020,6486201,222
1990,419188,226
1991,432844,226
1992,447269,226
1993,462637,226
1994,479099,226
1995,496768,226
1996,515844,226
1997,536459,226
1998,558496,226
1999,581765,226
2000,606180,226
2001,631662,226
2002,658388,226
2003,686670,226
2004,716949,226
2005,749527,226
2006,784494,226
2007,821686,226
2008,860839,226
2009,901589,226
2010,943640,226
2011,986861,226
2012,1031191,226
2013,1076412,226
2014,1122273,226
2015,1168575,226
2016,1215181,226
2017,1262008,226
2018,1308966,226
2019,1355982,226
2020,1402985,226
1990,2258649,232
1991,2266356,232
1992,2257593,232
1993,2238631,232
1994,2218436,232
1995,2204227,232
1996,2196467,232
1997,2195192,232
1998,2206439,232
1999,2237412,232
2000,2292413,232
2001,2374721,232
2002,2481059,232
2003,2600972,232
2004,2719809,232
2005,2826653,232
2006,2918209,232
2007,2996540,232
2008,3062782,232
2009,3119920,232
2010,3170437,232
2011,3213969,232
2012,..,232
2013,..,232
2014,..,232
2015,..,232
2016,..,232
2017,..,232
2018,..,232
2019,..,232
2020,..,232
1990,1569174,233
1991,1561314,233
1992,1533091,233
1993,1494128,233
1994,1462514,233
1995,1436634,233
1996,1415594,233
1997,1399535,233
1998,1386156,233
1999,1390244,233
2000,1396985,233
2001,1388115,233
2002,1379350,233
2003,1370720,233
2004,1362550,233
2005,1354775,233
2006,1346810,233
2007,1340680,233
2008,1337090,233
2009,1334515,233
2010,1331475,233
2011,1327439,233
2012,1322696,233
2013,1317997,233
2014,1314545,233
2015,1315407,233
2016,1315790,233
2017,1317384,233
2018,1321977,233
2019,1326855,233
2020,1329479,233
1990,822423,748
1991,845267,748
1992,866995,748
1993,887706,748
1994,907622,748
1995,926836,748
1996,945506,748
1997,963416,748
1998,979922,748
1999,994105,748
2000,1005432,748
2001,1013608,748
2002,1019054,748
2003,1022796,748
2004,1026287,748
2005,1030575,748
2006,1036095,748
2007,1042651,748
2008,1049948,748
2009,1057462,748
2010,1064841,748
2011,1072029,748
2012,1079285,748
2013,1086843,748
2014,1095022,748
2015,1104038,748
2016,1113994,748
2017,1124808,748
2018,1136274,748
2019,1148133,748
2020,1160164,748
1990,47887864,231
1991,49609976,231
1992,51423591,231
1993,53295556,231
1994,55180993,231
1995,57047906,231
1996,58883531,231
1997,60697443,231
1998,62507724,231
1999,64343008,231
2000,66224809,231
2001,68159422,231
2002,70142090,231
2003,72170581,231
2004,74239508,231
2005,76346310,231
2006,78489205,231
2007,80674343,231
2008,82916236,231
2009,85233923,231
2010,87639962,231
2011,90139928,231
2012,92726982,231
2013,95385793,231
2014,98094264,231
2015,100835453,231
2016,103603461,231
2017,106399926,231
2018,109224410,231
2019,112078727,231
2020,114963583,231
1990,47276,234
1991,47123,234
1992,46746,234
1993,46277,234
1994,45848,234
1995,45625,234
1996,45624,234
1997,45789,234
1998,46094,234
1999,46428,234
2000,46738,234
2001,46999,234
2002,47235,234
2003,47439,234
2004,47600,234
2005,47731,234
2006,47793,234
2007,47825,234
2008,47822,234
2009,47814,234
2010,47803,234
2011,47815,234
2012,47843,234
2013,47901,234
2014,47965,234
2015,48055,234
2016,48173,234
2017,48326,234
2018,48497,234
2019,48677,234
2020,48865,234
1990,728575,242
1991,735398,242
1992,744470,242
1993,754962,242
1994,765607,242
1995,775428,242
1996,784389,242
1997,792736,242
1998,800148,242
1999,806302,242
2000,811011,242
2001,813923,242
2002,815257,242
2003,816078,242
2004,817864,242
2005,821606,242
2006,827869,242
2007,836185,242
2008,845356,242
2009,853636,242
2010,859816,242
2011,863451,242
2012,865065,242
2013,865602,242
2014,866447,242
2015,868632,242
2016,872406,242
2017,877460,242
2018,883490,242
2019,889955,242
2020,896444,242
1990,4986431,246
1991,5013740,246
1992,5041992,246
1993,5066447,246
1994,5088333,246
1995,5107790,246
1996,5124573,246
1997,5139835,246
1998,5153498,246
1999,5165474,246
2000,5176209,246
2001,5188008,246
2002,5200598,246
2003,5213014,246
2004,5228172,246
2005,5246096,246
2006,5266268,246
2007,5288720,246
2008,5313399,246
2009,5338871,246
2010,5363352,246
2011,5388272,246
2012,5413971,246
2013,5438972,246
2014,5461512,246
2015,5479531,246
2016,5495303,246
2017,5508214,246
2018,5515525,246
2019,5521606,246
2020,5529543,246
1990,58235716,250
1991,58559309,250
1992,58851216,250
1993,59106758,250
1994,59327200,250
1995,59541904,250
1996,59753095,250
1997,59964841,250
1998,60186284,250
1999,60496708,250
2000,60912500,250
2001,61357432,250
2002,61805266,250
2003,62244880,250
2004,62704901,250
2005,63179356,250
2006,63621376,250
2007,64016227,250
2008,64374979,250
2009,64707035,250
2010,65027505,250
2011,65342789,250
2012,65659814,250
2013,65998685,250
2014,66312067,250
2015,66548272,250
2016,66724104,250
2017,66918020,250
2018,67101930,250
2019,67248926,250
2020,67379908,250
1990,199906,258
1991,203716,258
1992,207238,258
1993,210644,258
1994,214196,258
1995,218064,258
1996,222323,258
1997,226854,258
1998,231562,258
1999,236217,258
2000,240681,258
2001,244929,258
2002,248976,258
2003,252707,258
2004,255995,258
2005,258780,258
2006,261007,258
2007,262717,258
2008,264064,258
2009,265256,258
2010,266449,258
2011,267702,258
2012,268995,258
2013,270332,258
2014,271713,258
2015,273119,258
2016,274576,258
2017,276108,258
2018,277673,258
2019,279285,258
2020,280904,258
1990,949493,266
1991,975785,266
1992,1002573,266
1993,1029769,266
1994,1057252,266
1995,1084951,266
1996,1112944,266
1997,1141332,266
1998,1170061,266
1999,1199058,266
2000,1228359,266
2001,1258008,266
2002,1288310,266
2003,1319946,266
2004,1353788,266
2005,1390550,266
2006,1430144,266
2007,1472565,266
2008,1518538,266
2009,1568925,266
2010,1624146,266
2011,1684629,266
2012,1749677,266
2013,1817070,266
2014,1883801,266
2015,1947690,266
2016,2007882,266
2017,2064812,266
2018,2119275,266
2019,2172578,266
2020,2225728,266
1990,955595,270
1991,992671,270
1992,1027476,270
1993,1060861,270
1994,1094219,270
1995,1128577,270
1996,1164091,270
1997,1200522,270
1998,1238124,270
1999,1277118,270
2000,1317708,270
2001,1360070,270
2002,1404263,270
2003,1449925,270
2004,1496524,270
2005,1543745,270
2006,1591444,270
2007,1639846,270
2008,1689288,270
2009,1740277,270
2010,1793199,270
2011,1848142,270
2012,1905020,270
2013,1963708,270
2014,2024037,270
2015,2085860,270
2016,2149134,270
2017,2213900,270
2018,2280092,270
2019,2347696,270
2020,2416664,270
1990,4802000,268
1991,4835900,268
1992,4873500,268
1993,4911100,268
1994,4836076,268
1995,4657722,268
1996,4491699,268
1997,4349913,268
1998,4243607,268
1999,4157192,268
2000,4077131,268
2001,4014373,268
2002,3978515,268
2003,3951736,268
2004,3927340,268
2005,3902469,268
2006,3880347,268
2007,3860158,268
2008,3848449,268
2009,3814419,268
2010,3786695,268
2011,3756441,268
2012,3728874,268
2013,3717668,268
2014,3719414,268
2015,3725276,268
2016,3727505,268
2017,3728004,268
2018,3726549,268
2019,3720161,268
2020,3722716,268
1990,79433029,276
1991,80013896,276
1992,80624598,276
1993,81156363,276
1994,81438348,276
1995,81678051,276
1996,81914831,276
1997,82034771,276
1998,82047195,276
1999,82100243,276
2000,82211508,276
2001,82349925,276
2002,82488495,276
2003,82534176,276
2004,82516260,276
2005,82469422,276
2006,82376451,276
2007,82266372,276
2008,82110097,276
2009,81902307,276
2010,81776930,276
2011,80274983,276
2012,80425823,276
2013,80645605,276
2014,80982500,276
2015,81686611,276
2016,82348669,276
2017,82657002,276
2018,82905782,276
2019,83092962,276
2020,83160871,276
1990,14773274,288
1991,15207360,288
1992,15653345,288
1993,16106756,288
1994,16561677,288
1995,17014058,288
1996,17462504,288
1997,17908977,288
1998,18357159,288
1999,18812369,288
2000,19278850,288
2001,19756929,288
2002,20246376,288
2003,20750308,288
2004,21272328,288
2005,21814648,288
2006,22379057,288
2007,22963946,288
2008,23563832,288
2009,24170943,288
2010,24779614,288
2011,25387713,288
2012,25996454,288
2013,26607641,288
2014,27224480,288
2015,27849203,288
2016,28481947,288
2017,29121464,288
2018,29767108,288
2019,30417858,288
2020,31072945,288
1990,29149,292
1991,29021,292
1992,28844,292
1993,28680,292
1994,28605,292
1995,28688,292
1996,28970,292
1997,29404,292
1998,29945,292
1999,30526,292
2000,31081,292
2001,31604,292
2002,32097,292
2003,32556,292
2004,32930,292
2005,33222,292
2006,33420,292
2007,33524,292
2008,33570,292
2009,33562,292
2010,33585,292
2011,33608,292
2012,33653,292
2013,33694,292
2014,33726,292
2015,33742,292
2016,33738,292
2017,33723,292
2018,33715,292
2019,33706,292
2020,33691,292
1990,10196792,300
1991,10319927,300
1992,10399061,300
1993,10460415,300
1994,10512922,300
1995,10562153,300
1996,10608800,300
1997,10661259,300
1998,10720509,300
1999,10761698,300
2000,10805808,300
2001,10862132,300
2002,10902022,300
2003,10928070,300
2004,10955141,300
2005,10987314,300
2006,11020362,300
2007,11048473,300
2008,11077841,300
2009,11107017,300
2010,11121341,300
2011,11104899,300
2012,11045011,300
2013,10965211,300
2014,10892413,300
2015,10820883,300
2016,10775971,300
2017,10754679,300
2018,10732882,300
2019,10721582,300
2020,10700556,300
1990,55600,304
1991,55500,304
1992,55300,304
1993,55200,304
1994,55500,304
1995,55800,304
1996,55900,304
1997,56000,304
1998,56100,304
1999,56100,304
2000,56200,304
2001,56350,304
2002,56609,304
2003,56765,304
2004,56911,304
2005,56935,304
2006,56774,304
2007,56555,304
2008,56328,304
2009,56323,304
2010,56905,304
2011,56890,304
2012,56810,304
2013,56483,304
2014,56295,304
2015,56114,304
2016,56186,304
2017,56171,304
2018,56023,304
2019,56225,304
2020,56367,304
1990,96328,308
1991,96462,308
1992,97161,308
1993,98234,308
1994,99345,308
1995,100286,308
1996,101003,308
1997,101567,308
1998,102023,308
1999,102429,308
2000,102837,308
2001,103242,308
2002,103636,308
2003,104003,308
2004,104346,308
2005,104658,308
2006,104938,308
2007,105183,308
2008,105457,308
2009,105787,308
2010,106227,308
2011,106786,308
2012,107452,308
2013,108172,308
2014,108900,308
2015,109603,308
2016,110263,308
2017,110874,308
2018,111449,308
2019,112002,308
2020,112519,308
1990,130480,316
1991,133553,316
1992,136693,316
1993,139813,316
1994,142806,316
1995,145559,316
1996,148061,316
1997,150303,316
1998,152274,316
1999,153955,316
2000,155323,316
2001,156395,316
2002,157173,316
2003,157723,316
2004,158094,316
2005,158406,316
2006,158649,316
2007,158848,316
2008,159037,316
2009,159232,316
2010,159439,316
2011,159690,316
2012,159990,316
2013,160415,316
2014,161007,316
2015,161851,316
2016,162948,316
2017,164281,316
2018,165770,316
2019,167295,316
